id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
3010,Atlantic Storm,2,6,60,1997,Trick-taking,"Card Game, Nautical, World War II","Don Greenwood, Ben Knight",https://boardgamegeek.com/boardgame/259/atlantic-storm
3047,Canyon,3,6,45,1997,"Betting/Wagering, Grid Movement, Trick-taking","Card Game, Racing",Frederick A. Herschler,https://boardgamegeek.com/boardgame/436/canyon
3138,Groo: The Game,2,4,45,1997,"Dice Rolling, Take That","Card Game, City Building, Comic Book / Strip, Fantasy","Sergio Aragonés, Ken Whitman",https://boardgamegeek.com/boardgame/194/groo-game
3165,DAK,2,2,360,1997,"Hex-and-Counter, Simulation","Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/5452/dak
3476,Svea Rike,2,5,120,1997,"Area Control / Area Influence, Card Drafting","Civilization, Economic","Dan Glimne, Henrik Strandberg",https://boardgamegeek.com/boardgame/270/svea-rike
3602,"Duck, Duck, Bruce",2,4,20,1997,Press Your Luck,"Animals, Card Game, Children's Game",Peter Neugebauer,https://boardgamegeek.com/boardgame/2114/duck-duck-bruce
3663,Haste Worte?,3,8,30,1997,"Auction/Bidding, Simultaneous Action Selection","Party Game, Word Game","Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/3119/haste-worte
3796,Gorkamorka,2,4,120,1997,Dice Rolling,"Fantasy, Humor, Miniatures, Wargame","Andy Chambers, Rick Priestley, Gavin Thorpe",https://boardgamegeek.com/boardgame/5255/gorkamorka
3818,Zopp,2,4,40,1997,none,Action / Dexterity,Anton Karger,https://boardgamegeek.com/boardgame/1803/zopp
3889,...und tschüss!,4,6,30,1997,Simultaneous Action Selection,Card Game,Martin Wallace,https://boardgamegeek.com/boardgame/853/und-tschuss
4108,Saturn,2,4,30,1997,none,Action / Dexterity,Werner Falkhof,https://boardgamegeek.com/boardgame/909/saturn
4262,Harpoon 4,2,8,150,1997,"Dice Rolling, Paper-and-Pencil","Modern Warfare, Nautical, Wargame","Larry Bond, Chris Carlson",https://boardgamegeek.com/boardgame/11432/harpoon-4
4448,Visionary,4,8,60,1997,"Partnerships, Pattern Building","Action / Dexterity, Party Game",Ron Dubren,https://boardgamegeek.com/boardgame/536/visionary
4457,Dilbert: Corporate Shuffle,4,6,30,1997,none,"Card Game, Comic Book / Strip, Humor",Richard Garfield,https://boardgamegeek.com/boardgame/1814/dilbert-corporate-shuffle
4549,Loaded Questions,3,6,45,1997,none,Party Game,Eric Poses,https://boardgamegeek.com/boardgame/2838/loaded-questions
4593,Shadowrun: The Trading Card Game,2,8,60,1997,none,"Card Game, Collectible Components, Fantasy, Fighting, Science Fiction",Mike Nielsen,https://boardgamegeek.com/boardgame/2123/shadowrun-trading-card-game
4621,Kings Cribbage,2,4,30,1997,"Hand Management, Tile Placement",Abstract Strategy,Gary Crowley,https://boardgamegeek.com/boardgame/1449/kings-cribbage
4710,Throneworld,2,6,270,1997,"Hex-and-Counter, Variable Player Powers","Science Fiction, Space Exploration, Territory Building, Wargame",Thomas Lehmann,https://boardgamegeek.com/boardgame/2844/throneworld
4791,Manitou,2,4,45,1997,Hand Management,Card Game,Günter Burkhardt,https://boardgamegeek.com/boardgame/263/manitou
4831,Batik,2,2,10,1997,Tile Placement,"Abstract Strategy, Action / Dexterity",Kris Burm,https://boardgamegeek.com/boardgame/3706/batik
4890,Babylon 5 Wars,2,2,60,1997,Hex-and-Counter,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction","Robert N. Glass, Bruce H. Graw",https://boardgamegeek.com/boardgame/3765/babylon-5-wars
4906,War in the Desert,1,2,180,1997,Hex-and-Counter,"Wargame, World War II",John Astell,https://boardgamegeek.com/boardgame/17971/war-desert
162,Samurai,2,4,60,1998,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement","Abstract Strategy, Medieval",Reiner Knizia,https://boardgamegeek.com/boardgame/3/samurai
438,Through the Desert,2,5,45,1998,"Area Enclosure, Route/Network Building","Abstract Strategy, Animals, Arabian",Reiner Knizia,https://boardgamegeek.com/boardgame/503/through-desert
689,For the People,2,2,360,1998,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation","American Civil War, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/833/people
768,Mystery Rummy: Jack the Ripper,2,4,45,1998,"Hand Management, Set Collection, Voting","Card Game, Murder/Mystery",Mike Fitzgerald,https://boardgamegeek.com/boardgame/106/mystery-rummy-jack-ripper
780,Elfenland,2,6,60,1998,"Card Drafting, Hand Management, Point to Point Movement, Route/Network Building","Fantasy, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/10/elfenland
909,Kahuna,2,2,40,1998,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building, Take That",Abstract Strategy,Günter Cornett,https://boardgamegeek.com/boardgame/394/kahuna
988,Guillotine,2,5,30,1998,"Hand Management, Take That","Card Game, Humor, Napoleonic",Paul Peterson,https://boardgamegeek.com/boardgame/116/guillotine
1238,Mamma Mia!,2,5,30,1998,"Hand Management, Memory",Card Game,Uwe Rosenberg,https://boardgamegeek.com/boardgame/49/mamma-mia
1292,Verräter,3,4,60,1998,"Card Drafting, Hand Management, Modular Board, Partnerships, Variable Player Powers","Card Game, Political",Marcel-André Casasola Merkle,https://boardgamegeek.com/boardgame/72/verrater
1330,TurfMaster,2,8,75,1998,"Dice Rolling, Hand Management, Roll / Spin and Move","Animals, Racing, Sports",Albrecht Nolte,https://boardgamegeek.com/boardgame/384/turfmaster
1335,Basari,3,4,25,1998,"Roll / Spin and Move, Set Collection, Simultaneous Action Selection",Negotiation,Reinhard Staupe,https://boardgamegeek.com/boardgame/14/basari
1350,Circus Flohcati,2,5,15,1998,"Card Drafting, Press Your Luck, Set Collection",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/337/circus-flohcati
1469,TAMSK,2,2,20,1998,"Area Enclosure, Grid Movement","Abstract Strategy, Real-time",Kris Burm,https://boardgamegeek.com/boardgame/108/tamsk
1611,Medieval Merchant,2,6,90,1998,"Area Control / Area Influence, Route/Network Building","Economic, Medieval",Christwart Conrad,https://boardgamegeek.com/boardgame/296/medieval-merchant
1620,Deadlands: Doomtown,2,6,45,1998,"Hand Management, Modular Board, Variable Player Powers","American West, Card Game, City Building, Collectible Components, Fantasy, Fighting, Horror",Dave Williams (II),https://boardgamegeek.com/boardgame/1037/deadlands-doomtown
1856,David & Goliath,3,6,60,1998,Trick-taking,Card Game,Reinhard Staupe,https://boardgamegeek.com/boardgame/44/david-goliath
1886,El Caballero,2,4,90,1998,"Area Control / Area Influence, Tile Placement",Exploration,"Wolfgang Kramer, Richard Ulrich",https://boardgamegeek.com/boardgame/9/el-caballero
1953,Take 5!,2,6,60,1998,"Hand Management, Set Collection",Card Game,Wolfgang Kramer,https://boardgamegeek.com/boardgame/153/take-5
1999,Bargain Hunter,3,4,60,1998,Trick-taking,Card Game,Uwe Rosenberg,https://boardgamegeek.com/boardgame/338/bargain-hunter
2085,Tycoon,2,4,90,1998,Area Control / Area Influence,Economic,"Wolfgang Kramer, Horst-Rainer Rösner",https://boardgamegeek.com/boardgame/267/tycoon
2113,India Rails,2,6,180,1998,"Action / Movement Programming, Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation",Larry Roznai,https://boardgamegeek.com/boardgame/2455/india-rails
2211,Excape,3,6,30,1998,"Dice Rolling, Press Your Luck","Dice, Racing",Reiner Knizia,https://boardgamegeek.com/boardgame/357/excape
2428,The Extraordinary Adventures of Baron Munchausen,3,20,45,1998,"Auction/Bidding, Role Playing, Storytelling","Adventure, Party Game",James Wallis,https://boardgamegeek.com/boardgame/2470/extraordinary-adventures-baron-munchausen
2493,Cosmic Eidex,3,3,60,1998,"Trick-taking, Variable Player Powers",Card Game,Urs Hostettler,https://boardgamegeek.com/boardgame/1002/cosmic-eidex
2518,Pecking Order,2,2,20,1998,"Auction/Bidding, Rock-Paper-Scissors","Animals, Bluffing, Card Game",Richard Garfield,https://boardgamegeek.com/boardgame/22347/pecking-order
2519,Saratoga,2,2,180,1998,Hex-and-Counter,"Age of Reason, American Revolutionary War, Wargame",Mark Miklos,https://boardgamegeek.com/boardgame/3413/saratoga
2742,7th Sea Collectible Card Game,2,6,45,1998,"Area Movement, Hand Management","Adventure, Card Game, Collectible Components, Nautical, Pirates","Dan Verssen, Dave Williams (II), Erik Yaple",https://boardgamegeek.com/boardgame/3125/7th-sea-collectible-card-game
2756,Crimson Skies,2,2,180,1998,Simultaneous Action Selection,"Aviation / Flight, Collectible Components, Miniatures, Wargame","Michael Stackpole, Jordan Weisman",https://boardgamegeek.com/boardgame/3855/crimson-skies
2807,Filthy Rich,2,5,60,1998,Dice Rolling,Economic,Richard Garfield,https://boardgamegeek.com/boardgame/441/filthy-rich
2816,Caesar: Conquest of Gaul,2,4,240,1998,"Dice Rolling, Hex-and-Counter, Simulation","Ancient, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/7843/caesar-conquest-gaul
2833,Quiddler,1,8,30,1998,"Hand Management, Set Collection","Card Game, Word Game",Marsha J. Falco,https://boardgamegeek.com/boardgame/339/quiddler
2858,1849: The Game of Sicilian Railways,3,5,180,1998,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation","Chris Lawson, Federico Vellani",https://boardgamegeek.com/boardgame/3097/1849-game-sicilian-railways
2863,On to Richmond!,2,2,180,1998,"Hex-and-Counter, Variable Phase Order","American Civil War, Wargame","Joseph M. Balkoski, Ed Beach",https://boardgamegeek.com/boardgame/4205/richmond
3070,Zero,2,5,20,1998,"Set Collection, Trading",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/651/zero
3207,Tonga Bonga,3,4,45,1998,"Betting/Wagering, Dice Rolling, Set Collection","Economic, Nautical, Racing",Stefan Dorra,https://boardgamegeek.com/boardgame/322/tonga-bonga
3249,Anno Domini: Sex & Crime,2,8,30,1998,Card Drafting,"Bluffing, Card Game, Humor, Party Game, Trivia",Urs Hostettler,https://boardgamegeek.com/boardgame/17997/anno-domini-sex-crime
3400,Aquarius,2,5,20,1998,"Pattern Building, Tile Placement","Card Game, Religious",Andrew Looney,https://boardgamegeek.com/boardgame/814/aquarius
3409,18GA,3,5,240,1998,"Route/Network Building, Stock Holding, Tile Placement","Economic, Print & Play, Trains, Transportation",Mark Derrick,https://boardgamegeek.com/boardgame/2583/18ga
3501,Lord of the Fries,3,8,45,1998,"Auction/Bidding, Dice Rolling, Hand Management, Set Collection","Card Game, Zombies",James Ernest,https://boardgamegeek.com/boardgame/1536/lord-fries
3522,What Were You Thinking?,4,10,30,1998,Voting,Party Game,Richard Garfield,https://boardgamegeek.com/boardgame/2667/what-were-you-thinking
3703,Victory:  The Blocks of War,2,6,180,1998,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment","Wargame, World War II","Tom Dalgliesh, Grant Dalgliesh",https://boardgamegeek.com/boardgame/87/victory-blocks-war
3767,Bitter Woods,2,2,240,1998,Hex-and-Counter,"Wargame, World War II",Randy Heller,https://boardgamegeek.com/boardgame/747/bitter-woods
3851,Xe Queo!,2,2,20,1998,Secret Unit Deployment,"Abstract Strategy, Bluffing",Alex Randolph,https://boardgamegeek.com/boardgame/6191/xe-queo
3862,This Hallowed Ground,2,6,360,1998,"Dice Rolling, Hex-and-Counter","American Civil War, Wargame","Dean Essig, David A. Powell",https://boardgamegeek.com/boardgame/12134/hallowed-ground
3921,"Barbarossa: Army Group Center, 1941",1,4,120,1998,Hex-and-Counter,"Wargame, World War II","Tony Curtis, Vance von Borries",https://boardgamegeek.com/boardgame/1583/barbarossa-army-group-center-1941
3954,Joan of Arc,3,6,180,1998,none,"Card Game, Medieval, Political, Wargame",Pascal Bernard,https://boardgamegeek.com/boardgame/64/joan-arc
4081,Legend of the Burning Sands,2,6,60,1998,none,"Card Game, Collectible Components, Fantasy","Raymond Lau, Dave Williams (II)",https://boardgamegeek.com/boardgame/3836/legend-burning-sands
4254,Bucket Brigade,3,5,30,1998,Hand Management,"Animals, Card Game, Children's Game",Reiner Knizia,https://boardgamegeek.com/boardgame/359/bucket-brigade
4267,Anno Domini: Natur,2,8,30,1998,Card Drafting,"Bluffing, Card Game, Humor, Party Game, Trivia",Urs Hostettler,https://boardgamegeek.com/boardgame/18057/anno-domini-natur
4297,Zoff in Buffalo,2,5,45,1998,Simultaneous Action Selection,"American West, Farming",Christwart Conrad,https://boardgamegeek.com/boardgame/440/zoff-buffalo
4318,War Without Mercy,2,6,360,1998,"Hex-and-Counter, Simulation","Wargame, World War II",Rob Beyma,https://boardgamegeek.com/boardgame/5171/war-without-mercy
4392,Warhammer Ancient Battles,2,2,120,1998,"Dice Rolling, Variable Player Powers","Ancient, Book, Fighting, Miniatures, Wargame","Jervis Johnson, Alan Perry, Michael Perry, Rick Priestley",https://boardgamegeek.com/boardgame/8003/warhammer-ancient-battles
4447,Anno Domini: Lifestyle,2,8,30,1998,none,"Bluffing, Card Game, Party Game, Trivia",Urs Hostettler,https://boardgamegeek.com/boardgame/17030/anno-domini-lifestyle
4789,Starbase Jeff,2,4,60,1998,Tile Placement,"Abstract Strategy, Card Game, Print & Play, Science Fiction","James Ernest, Jim Geldmacher",https://boardgamegeek.com/boardgame/1257/starbase-jeff
4923,Katzenjammer Blues,2,6,30,1998,"Auction/Bidding, Set Collection",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/363/katzenjammer-blues
4992,Lancashire Railways,3,6,120,1998,"Crayon Rail System, Pick-up and Deliver","Economic, Trains",Martin Wallace,https://boardgamegeek.com/boardgame/378/lancashire-railways
92,Paths of Glory,2,2,480,1999,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Wargame, World War I",Ted Raicer,https://boardgamegeek.com/boardgame/91/paths-glory
133,Ra,2,5,60,1999,"Auction/Bidding, Press Your Luck, Set Collection","Ancient, Mythology",Reiner Knizia,https://boardgamegeek.com/boardgame/12/ra
212,Tikal,2,4,90,1999,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Grid Movement, Set Collection, Tile Placement","Exploration, Territory Building","Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/54/tikal
263,Roads & Boats,1,4,240,1999,"Grid Movement, Line Drawing, Modular Board, Pick-up and Deliver, Route/Network Building","City Building, Civilization, Economic, Industry / Manufacturing, Transportation","Jeroen Doumen, Joris Wiersinga",https://boardgamegeek.com/boardgame/875/roads-boats
296,Lost Cities,2,2,30,1999,"Hand Management, Set Collection","Card Game, Exploration",Reiner Knizia,https://boardgamegeek.com/boardgame/50/lost-cities
359,Chinatown,3,5,60,1999,"Set Collection, Tile Placement, Trading","City Building, Economic, Negotiation",Karsten Hartwig,https://boardgamegeek.com/boardgame/47/chinatown
371,Time's Up!,4,18,90,1999,"Acting, Memory, Partnerships","Humor, Party Game",Peter Sarrett,https://boardgamegeek.com/boardgame/1353/times
373,Schotten Totten,2,2,20,1999,"Hand Management, Set Collection","Card Game, Deduction",Reiner Knizia,https://boardgamegeek.com/boardgame/372/schotten-totten
395,Torres,2,4,60,1999,"Action Point Allowance System, Area Control / Area Influence, Area Enclosure, Grid Movement, Hand Management, Tile Placement","Abstract Strategy, Medieval","Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/88/torres
462,Union Pacific,2,6,90,1999,"Card Drafting, Route/Network Building, Stock Holding","Economic, Trains",Alan R. Moon,https://boardgamegeek.com/boardgame/94/union-pacific
469,ZÈRTZ,2,2,60,1999,"Grid Movement, Set Collection",Abstract Strategy,Kris Burm,https://boardgamegeek.com/boardgame/528/zertz
565,Ricochet Robots,1,99,30,1999,"Grid Movement, Modular Board","Abstract Strategy, Maze, Puzzle, Real-time",Alex Randolph,https://boardgamegeek.com/boardgame/51/ricochet-robots
580,Vinci,3,6,90,1999,"Area Control / Area Influence, Area Movement, Variable Player Powers","Ancient, Civilization, Territory Building",Philippe Keyaerts,https://boardgamegeek.com/boardgame/60/vinci
824,Starfarers of Catan,3,4,120,1999,Trading,"Exploration, Negotiation, Science Fiction, Space Exploration",Klaus Teuber,https://boardgamegeek.com/boardgame/1897/starfarers-catan
957,Big City,2,5,60,1999,"Hand Management, Modular Board, Tile Placement",City Building,Franz-Benno Delonge,https://boardgamegeek.com/boardgame/70/big-city
979,Mordheim: City of the Damned,2,6,60,1999,"Dice Rolling, Modular Board, Role Playing, Variable Player Powers","Exploration, Fantasy, Fighting, Horror, Miniatures","Alessio Cavatore, Tuomas Pirinen, Rick Priestley",https://boardgamegeek.com/boardgame/3565/mordheim-city-damned
991,Stephenson's Rocket,2,4,60,1999,"Area Control / Area Influence, Grid Movement, Route/Network Building, Set Collection, Stock Holding, Tile Placement",Trains,Reiner Knizia,https://boardgamegeek.com/boardgame/204/stephensons-rocket
1161,Frank's Zoo,3,7,60,1999,"Hand Management, Partnerships, Trick-taking","Animals, Card Game","Doris Matthäus, Frank Nestel",https://boardgamegeek.com/boardgame/340/franks-zoo
1201,Ta Yü,2,4,45,1999,"Partnerships, Pattern Building, Route/Network Building, Tile Placement",Abstract Strategy,Niek Neuwahl,https://boardgamegeek.com/boardgame/117/ta-yu
1382,Money!,3,5,30,1999,"Auction/Bidding, Set Collection, Simultaneous Action Selection",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/125/money
1447,Giganten,3,4,90,1999,"Auction/Bidding, Commodity Speculation","Economic, Exploration, Industry / Manufacturing",Wilko Manz,https://boardgamegeek.com/boardgame/59/giganten
1459,Merchants of the Middle Ages,2,4,120,1999,"Commodity Speculation, Pick-up and Deliver, Variable Player Powers","Economic, Medieval, Negotiation, Transportation","Wolfgang Kramer, Richard Ulrich",https://boardgamegeek.com/boardgame/348/merchants-middle-ages
1565,Die Siedler von Nürnberg,3,4,90,1999,"Dice Rolling, Hand Management, Memory, Trading","Medieval, Negotiation",Klaus Teuber,https://boardgamegeek.com/boardgame/189/die-siedler-von-nurnberg
1615,Cloud 9,3,6,30,1999,"Betting/Wagering, Press Your Luck","Aviation / Flight, Bluffing, Card Game",Aaron Weissblum,https://boardgamegeek.com/boardgame/632/cloud-9
1619,18AL,3,5,180,1999,"Auction/Bidding, Route/Network Building, Stock Holding","Economic, Print & Play, Trains, Transportation",Mark Derrick,https://boardgamegeek.com/boardgame/2612/18al
1625,Rheinländer,3,5,90,1999,"Area Control / Area Influence, Area Enclosure, Hand Management","Abstract Strategy, Medieval, Territory Building",Reiner Knizia,https://boardgamegeek.com/boardgame/111/rheinlander
1711,Axis & Allies: Europe,2,4,210,1999,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships","Wargame, World War II","Larry Harris, Jr.",https://boardgamegeek.com/boardgame/520/axis-allies-europe
1738,Battlefleet Gothic,2,4,180,1999,"Area Movement, Variable Player Powers","Miniatures, Science Fiction",Andy Chambers,https://boardgamegeek.com/boardgame/3967/battlefleet-gothic
1843,Bus,3,5,120,1999,"Pick-up and Deliver, Worker Placement",Transportation,"Jeroen Doumen, Joris Wiersinga",https://boardgamegeek.com/boardgame/552/bus
2049,Burma,2,2,120,1999,"Dice Rolling, Hex-and-Counter","Wargame, World War II","Dean Essig, Dave Friedrichs",https://boardgamegeek.com/boardgame/1585/burma
2052,Mystery Rummy: Murders in the Rue Morgue,2,4,40,1999,"Hand Management, Partnerships, Set Collection","Card Game, Murder/Mystery",Mike Fitzgerald,https://boardgamegeek.com/boardgame/371/mystery-rummy-murders-rue-morgue
2153,Andromeda,3,5,60,1999,"Area Control / Area Influence, Set Collection, Trading","Science Fiction, Space Exploration, Territory Building",Alan R. Moon,https://boardgamegeek.com/boardgame/141/andromeda
2313,Totaler Krieg!,2,3,360,1999,"Action / Movement Programming, Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II","Alan Emrich, Steve Kosakowski",https://boardgamegeek.com/boardgame/4258/totaler-krieg
2367,Brawl,2,7,15,1999,Variable Player Powers,"Card Game, Fighting, Real-time",James Ernest,https://boardgamegeek.com/boardgame/392/brawl
2453,Elk Fest,2,2,15,1999,Modular Board,"Action / Dexterity, Animals, Racing",Hermann Huber,https://boardgamegeek.com/boardgame/403/elk-fest
2464,Nicht die Bohne!,3,6,45,1999,"Simultaneous Action Selection, Trading",Card Game,Horst-Rainer Rösner,https://boardgamegeek.com/boardgame/192/nicht-die-bohne
2541,King of the Elves,2,6,60,1999,"Card Drafting, Hand Management, Point to Point Movement","Card Game, Fantasy, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/229/king-elves
2570,Schrille Stille,3,6,60,1999,"Commodity Speculation, Secret Unit Deployment, Voting","Economic, Music",Peter Wichmann,https://boardgamegeek.com/boardgame/831/schrille-stille
2623,Vino,3,5,90,1999,"Area Control / Area Influence, Commodity Speculation, Simultaneous Action Selection",Economic,Christwart Conrad,https://boardgamegeek.com/boardgame/142/vino
2630,Anno Domini: Erfindungen,2,8,30,1999,none,"Bluffing, Party Game, Trivia",Urs Hostettler,https://boardgamegeek.com/boardgame/3137/anno-domini-erfindungen
2785,Blue vs. Gray,2,4,120,1999,"Dice Rolling, Hand Management","American Civil War, Card Game, Dice, Wargame",Evan Jones,https://boardgamegeek.com/boardgame/89/blue-vs-gray
2900,Relationship Tightrope,3,5,30,1999,"Hand Management, Simultaneous Action Selection, Trick-taking",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/368/relationship-tightrope
2907,Button Men,2,2,5,1999,"Dice Rolling, Press Your Luck","Collectible Components, Dice, Fighting, Print & Play",James Ernest,https://boardgamegeek.com/boardgame/17/button-men
2932,Space Beans,2,6,40,1999,"Card Drafting, Set Collection","Card Game, Science Fiction",Uwe Rosenberg,https://boardgamegeek.com/boardgame/222/space-beans
2954,Klunker,3,5,30,1999,Set Collection,Card Game,Uwe Rosenberg,https://boardgamegeek.com/boardgame/102/klunker
3030,Apples to Apples,4,10,30,1999,"Hand Management, Simultaneous Action Selection, Voting","Card Game, Humor, Party Game","Matthew Kirby, Mark Alan Osterhaus",https://boardgamegeek.com/boardgame/74/apples-apples
3160,War Galley,2,2,360,1999,"Hex-and-Counter, Simulation","Ancient, Nautical, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/1894/war-galley
3181,Canvas Eagles,2,20,45,1999,"Hex-and-Counter, Simulation, Simultaneous Action Selection","Aviation / Flight, Miniatures, Print & Play, Wargame, World War I","Phil Hall, John Harshman, Eric Hotz",https://boardgamegeek.com/boardgame/10501/canvas-eagles
3214,N.Y. Chase,3,6,45,1999,"Hand Management, Partnerships, Point to Point Movement, Secret Unit Deployment","Deduction, Transportation",Projekt Team III,https://boardgamegeek.com/boardgame/534/ny-chase
3315,Star Wars: Episode 1 ? Clash of the Lightsabers,2,2,20,1999,Hand Management,"Card Game, Movies / TV / Radio theme, Science Fiction",Craig Van Ness,https://boardgamegeek.com/boardgame/90/star-wars-episode-1-clash-lightsabers
3411,Octi,2,4,30,1999,none,Abstract Strategy,Don Green,https://boardgamegeek.com/boardgame/450/octi
3413,Cataphract,2,2,360,1999,Hex-and-Counter,"Ancient, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/1883/cataphract
3416,Sherlock,2,5,20,1999,Memory,"Card Game, Children's Game, Deduction, Memory, Novel-based",Reinhard Staupe,https://boardgamegeek.com/boardgame/3586/sherlock
3437,Risk: 40th Anniversary Collector's Edition,2,6,120,1999,"Area Control / Area Influence, Area Movement, Dice Rolling, Set Collection","Territory Building, Wargame","Albert Lamorisse, Michael I. Levin",https://boardgamegeek.com/boardgame/23010/risk-40th-anniversary-collectors-edition
3529,Mordred,3,4,45,1999,Dice Rolling,"Medieval, Territory Building",Martin Wallace,https://boardgamegeek.com/boardgame/5869/mordred
3547,Krieg und Frieden,2,4,90,1999,Auction/Bidding,"Medieval, Political",Gerard Mulder,https://boardgamegeek.com/boardgame/48/krieg-und-frieden
3609,Kayanak,2,4,15,1999,"Dice Rolling, Memory","Action / Dexterity, Children's Game",Peter-Paul Joopen,https://boardgamegeek.com/boardgame/4493/kayanak
3664,Croak!,2,4,20,1999,"Grid Movement, Tile Placement",Children's Game,Igor Polouchine,https://boardgamegeek.com/boardgame/3093/croak
3807,Arbos,1,8,30,1999,none,"Action / Dexterity, Children's Game, Party Game","Martin Arnold, Armin Müller",https://boardgamegeek.com/boardgame/499/arbos
4008,La Bataille de Lützen,1,3,240,1999,Hex-and-Counter,"Napoleonic, Wargame","Monte Mattson, Ed Wimble",https://boardgamegeek.com/boardgame/11437/la-bataille-de-lutzen
4123,Don Pepe,3,6,30,1999,none,"Card Game, Mafia",Dominique Ehrhard,https://boardgamegeek.com/boardgame/210/don-pepe
4147,Chariot Lords,3,4,360,1999,"Area Movement, Variable Player Powers","Ancient, Territory Building, Wargame",Charles Vasey,https://boardgamegeek.com/boardgame/289/chariot-lords
4250,Kontor,2,4,60,1999,"Area Control / Area Influence, Commodity Speculation, Tile Placement","City Building, Nautical, Renaissance",Michael Schacht,https://boardgamegeek.com/boardgame/135/kontor
4251,Clue: 50th Anniversary Edition,3,6,60,1999,Roll / Spin and Move,"Deduction, Murder/Mystery",Anthony E. Pratt,https://boardgamegeek.com/boardgame/4928/clue-50th-anniversary-edition
4264,Mit List und Tücke,4,6,60,1999,Trick-taking,Card Game,Klaus Palesch,https://boardgamegeek.com/boardgame/113/mit-list-und-tucke
4280,IceTowers,2,5,10,1999,"Set Collection, Tile Placement","Abstract Strategy, Real-time",Andrew Looney,https://boardgamegeek.com/boardgame/9386/icetowers
4323,DruidenWalzer,2,2,45,1999,Point to Point Movement,Card Game,Michael Rieneck,https://boardgamegeek.com/boardgame/376/druidenwalzer
4451,Siesta,2,4,60,1999,"Pattern Building, Pattern Recognition, Tile Placement",Abstract Strategy,Guido Hoffmann,https://boardgamegeek.com/boardgame/608/siesta
4486,Second Season Pro Football Game,1,2,120,1999,Simulation,Sports,Keith Avallone,https://boardgamegeek.com/boardgame/12071/second-season-pro-football-game
4529,Cape Horn,3,5,45,1999,Tile Placement,"Nautical, Racing",Thorsten Gimmler,https://boardgamegeek.com/boardgame/134/cape-horn
4575,Entrapment,2,2,30,1999,Area Enclosure,Abstract Strategy,Rich Gowell,https://boardgamegeek.com/boardgame/12533/entrapment
4663,Tigers in the Mist,2,2,300,1999,"Area Movement, Area-Impulse","Wargame, World War II",Ray Freeman,https://boardgamegeek.com/boardgame/4113/tigers-mist
4748,La Grande Guerre 14-18,2,6,3600,1999,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment, Simulation","Wargame, World War I","Bruno de Scorraille, Philippe Thibaut",https://boardgamegeek.com/boardgame/5410/la-grande-guerre-14-18
4866,Deadwood Studios USA,2,8,60,1999,"Area Movement, Dice Rolling, Hand Management","American West, Dice, Economic, Humor, Movies / TV / Radio theme, Print & Play","James Ernest, Rick Fish",https://boardgamegeek.com/boardgame/1489/deadwood-studios-usa
4868,Second World War at Sea: SOPAC,2,2,240,1999,Hex-and-Counter,"Nautical, Wargame, World War II","Joe Keller, Brien J. Miller",https://boardgamegeek.com/boardgame/7114/second-world-war-sea-sopac
4885,Risk: Édition Napoléon,2,5,120,1999,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling","Napoleonic, Territory Building, Wargame","Pascal Bernard, Guillaume Gille-Naves, Didier Jacobée, Albert Lamorisse",https://boardgamegeek.com/boardgame/1794/risk-edition-napoleon
