id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
2335,Igel Ärgern,2,6,30,1990,Roll / Spin and Move,"Animals, Children's Game, Dice, Racing","Doris Matthäus, Frank Nestel",https://boardgamegeek.com/boardgame/95/igel-argern
2440,Carrier,1,1,360,1990,"Dice Rolling, Hex-and-Counter","Aviation / Flight, Nautical, Wargame, World War II",Jon Southard,https://boardgamegeek.com/boardgame/1679/carrier
2669,Silent Death,2,8,120,1990,Hex-and-Counter,"Fighting, Miniatures, Science Fiction, Wargame",Kevin Barrett,https://boardgamegeek.com/boardgame/3895/silent-death
3014,3rd Fleet,2,4,180,1990,"Dice Rolling, Hex-and-Counter, Simulation","Modern Warfare, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4921/3rd-fleet
3303,Airlines,2,6,90,1990,"Route/Network Building, Stock Holding","Aviation / Flight, Economic",Alan R. Moon,https://boardgamegeek.com/boardgame/43/airlines
3338,Fire and Fury,2,12,180,1990,Dice Rolling,"American Civil War, Dice, Miniatures, Wargame",Rich Hasenauer,https://boardgamegeek.com/boardgame/12355/fire-and-fury
3341,Tyranno Ex,2,4,120,1990,"Card Drafting, Dice Rolling","Fighting, Prehistoric",Karl-Heinz Schmiel,https://boardgamegeek.com/boardgame/719/tyranno-ex
3453,Unanimo,3,8,30,1990,Paper-and-Pencil,"Bluffing, Party Game, Word Game","Theo Coster, Ora Coster, Theora Design",https://boardgamegeek.com/boardgame/12157/unanimo
3493,Express,2,6,60,1990,"Set Collection, Take That","Card Game, Trains",Darwin Bromley,https://boardgamegeek.com/boardgame/379/express
3840,Guesstures,4,99,10,1990,"Acting, Partnerships, Role Playing, Roll / Spin and Move","Card Game, Party Game, Word Game","Jeffrey Breslow, Howard J. Morrison",https://boardgamegeek.com/boardgame/2379/guesstures
4125,Trumpet,2,6,45,1990,Trick-taking,Card Game,Phil Orbanes Sr.,https://boardgamegeek.com/boardgame/352/trumpet
4140,Where's Bob's Hat?,3,5,45,1990,Trick-taking,Card Game,Alan R. Moon,https://boardgamegeek.com/boardgame/661/wheres-bobs-hat
4307,Zatre,2,6,45,1990,Tile Placement,Abstract Strategy,Manfred Schuling,https://boardgamegeek.com/boardgame/2938/zatre
4379,Halli Galli,2,6,10,1990,"Pattern Recognition, Player Elimination","Action / Dexterity, Card Game, Children's Game, Party Game, Real-time",Haim Shafir,https://boardgamegeek.com/boardgame/2944/halli-galli
4604,Balkan Front,2,3,120,1990,Hex-and-Counter,"Wargame, World War II",John Astell,https://boardgamegeek.com/boardgame/5829/balkan-front
4651,Advanced Space Crusade,2,2,45,1990,"Dice Rolling, Modular Board, Tile Placement","Adventure, Fighting, Miniatures, Science Fiction","Simon Forrest, Jervis Johnson",https://boardgamegeek.com/boardgame/8630/advanced-space-crusade
4787,Mighty Empires,2,3,300,1990,none,"Fantasy, Territory Building, Wargame","Rick Priestley, Nigel Stillman",https://boardgamegeek.com/boardgame/52/mighty-empires
4788,Lion of Ethiopia,2,2,120,1990,Hex-and-Counter,Wargame,Michael Duffield,https://boardgamegeek.com/boardgame/5991/lion-ethiopia
4925,Activity,3,16,45,1990,"Acting, Dice Rolling, Line Drawing, Partnerships","Card Game, Party Game","Ulrike Catty, Paul Catty, Hans Führer, Maria Führer, Ernst Führer",https://boardgamegeek.com/boardgame/8790/activity
4969,Boom Town,4,6,30,1990,none,City Building,Ian Livingstone,https://boardgamegeek.com/boardgame/1160/boom-town
112,Tichu,4,4,60,1991,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",Card Game,Urs Hostettler,https://boardgamegeek.com/boardgame/215/tichu
569,Formula Dé,2,10,120,1991,"Grid Movement, Partnerships, Player Elimination, Press Your Luck, Roll / Spin and Move, Simulation","Racing, Sports","Laurent Lavaur, Eric Randall",https://boardgamegeek.com/boardgame/173/formula-de
581,History of the World,3,6,180,1991,"Area Control / Area Influence, Dice Rolling, Hand Management","Ancient, Civilization, Medieval, Renaissance, Wargame","Gary Dicken, Steve Kendall, Phil Kendall",https://boardgamegeek.com/boardgame/224/history-world
821,Quarto,2,2,20,1991,Pattern Building,Abstract Strategy,Blaise Muller,https://boardgamegeek.com/boardgame/681/quarto
1278,EastFront,2,2,240,1991,"Dice Rolling, Secret Unit Deployment, Simulation","Wargame, World War II","Craig Besinque, Tom Dalgliesh",https://boardgamegeek.com/boardgame/77/eastfront
1314,Cosmic Encounter,3,6,60,1991,Variable Player Powers,"Bluffing, Card Game, Science Fiction","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka",https://boardgamegeek.com/boardgame/40529/cosmic-encounter
1354,Silverton,1,6,180,1991,"Commodity Speculation, Dice Rolling, Pick-up and Deliver, Route/Network Building, Worker Placement","American West, Economic, Trains, Transportation","Dori Smith, Phillip John Smith",https://boardgamegeek.com/boardgame/511/silverton
1490,Outpost,2,9,150,1991,Auction/Bidding,"Economic, Science Fiction","James Hlavaty, Timothy Moore",https://boardgamegeek.com/boardgame/1491/outpost
1604,Clue: The Great Museum Caper,2,4,30,1991,"Partnerships, Secret Unit Deployment","Children's Game, Deduction","John LaBelle, Thomas Rabideau, Dave Rabideau",https://boardgamegeek.com/boardgame/1484/clue-great-museum-caper
1902,Breaking Away,2,9,90,1991,none,"Abstract Strategy, Racing, Sports",John Harrington,https://boardgamegeek.com/boardgame/2981/breaking-away
2031,Master Labyrinth,2,4,30,1991,Modular Board,"Children's Game, Fantasy, Maze, Puzzle",Max J. Kobbert,https://boardgamegeek.com/boardgame/437/master-labyrinth
2119,Tantrix,1,4,30,1991,"Pattern Building, Tile Placement","Abstract Strategy, Puzzle",Mike McManaway,https://boardgamegeek.com/boardgame/1038/tantrix
2188,Wacky Wacky West,2,4,45,1991,"Tile Placement, Voting","American West, Bluffing, City Building",Klaus Teuber,https://boardgamegeek.com/boardgame/19/wacky-wacky-west
2334,Blackbeard,1,4,180,1991,"Hex-and-Counter, Variable Player Powers","Adventure, Age of Reason, Nautical, Pirates, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/235/blackbeard
2366,Valley of the Mammoths,3,6,180,1991,"Dice Rolling, Modular Board, Player Elimination","Civilization, Fighting, Prehistoric",Bruno Faidutti,https://boardgamegeek.com/boardgame/2535/valley-mammoths
2416,La Bataille des Quatre Bras,1,2,1000,1991,Hex-and-Counter,"Napoleonic, Wargame",Ed Wimble,https://boardgamegeek.com/boardgame/12896/la-bataille-des-quatre-bras
2689,Hornet Leader,1,2,30,1991,Simulation,"Aviation / Flight, Modern Warfare, Wargame",Dan Verssen,https://boardgamegeek.com/boardgame/6927/hornet-leader
3027,"The Peloponnesian War, 431-404 BC",1,2,120,1991,"Dice Rolling, Point to Point Movement","Ancient, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/1678/peloponnesian-war-431-404-bc
3071,Hordes of the Things,2,6,45,1991,"Action Point Allowance System, Dice Rolling, Variable Player Powers","Fantasy, Fighting, Miniatures, Wargame","Philip C. Barker, Sue Laflin Barker, Richard Bodley Scott",https://boardgamegeek.com/boardgame/5369/hordes-things
3123,Attack Sub,2,2,30,1991,Campaign / Battle Card Driven,"Card Game, Modern Warfare, Nautical, Wargame",Courtney F. Allen,https://boardgamegeek.com/boardgame/1413/attack-sub
3130,Extrablatt,3,4,90,1991,"Area Control / Area Influence, Set Collection, Simulation, Tile Placement",Territory Building,Karl-Heinz Schmiel,https://boardgamegeek.com/boardgame/104/extrablatt
3137,Thunderbolt/Apache Leader,1,1,300,1991,Campaign / Battle Card Driven,"Aviation / Flight, Modern Warfare, Wargame",Dan Verssen,https://boardgamegeek.com/boardgame/2154/thunderboltapache-leader
3567,La Bataille de Ligny,1,2,600,1991,Hex-and-Counter,"Napoleonic, Wargame",Ed Wimble,https://boardgamegeek.com/boardgame/12897/la-bataille-de-ligny
3687,The Great Battles of Alexander,2,2,240,1991,"Dice Rolling, Hex-and-Counter, Simulation","Ancient, Fighting, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/5233/great-battles-alexander
3700,Sherlock Holmes: The Card Game,3,8,60,1991,none,"Card Game, Murder/Mystery, Novel-based",Roger Heyworth,https://boardgamegeek.com/boardgame/458/sherlock-holmes-card-game
3931,The Legend Begins,2,2,240,1991,Hex-and-Counter,"Wargame, World War II",Mark Simonitch,https://boardgamegeek.com/boardgame/4884/legend-begins
4076,Formel Fun,3,6,30,1991,Hand Management,"Card Game, Racing",Terry Goodchild,https://boardgamegeek.com/boardgame/574/formel-fun
4127,Res Publica,3,5,60,1991,"Set Collection, Trading","Card Game, Civilization",Reiner Knizia,https://boardgamegeek.com/boardgame/277/res-publica
4169,Field Command,2,2,180,1991,"Action / Movement Programming, Rock-Paper-Scissors, Simultaneous Action Selection",Wargame,"Walter E. Johnston, IV",https://boardgamegeek.com/boardgame/1358/field-command
4391,Formule Dé,2,10,120,1991,Roll / Spin and Move,"Racing, Sports","Laurent Lavaur, Eric Randall",https://boardgamegeek.com/boardgame/64897/formule-de
4400,Mustangs,2,4,90,1991,"Hex-and-Counter, Simultaneous Action Selection","Aviation / Flight, Wargame, World War II",S. Craig Taylor,https://boardgamegeek.com/boardgame/1371/mustangs
4440,Minos,2,4,120,1991,"Area Control / Area Influence, Area Movement, Dice Rolling, Point to Point Movement","Ancient, City Building, Civilization, Economic, Fighting, Nautical",H. Jean Vanaise,https://boardgamegeek.com/boardgame/751/minos
4453,The New Easy to Master Dungeons & Dragons,2,8,120,1991,"Co-operative Play, Dice Rolling, Role Playing","Adventure, Exploration, Fantasy","Timothy B. Brown, Troy Denning",https://boardgamegeek.com/boardgame/17533/new-easy-master-dungeons-dragons
4626,Flashpoint: Golan,2,2,360,1991,Hex-and-Counter,"Modern Warfare, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/5042/flashpoint-golan
4802,Musketeers,2,4,40,1991,"Auction/Bidding, Hand Management, Simultaneous Action Selection","Bluffing, Card Game",Franz Josef Lamminger,https://boardgamegeek.com/boardgame/2179/musketeers
4889,World War II: Pacific Theater of Operations,2,4,360,1991,"Area-Impulse, Dice Rolling, Hex-and-Counter, Secret Unit Deployment","Nautical, Wargame, World War II","Mike Breault, Dave LaForce, Douglas Niles",https://boardgamegeek.com/boardgame/8976/world-war-ii-pacific-theater-operations
222,Modern Art,3,5,45,1992,"Auction/Bidding, Commodity Speculation, Hand Management","Card Game, Economic",Reiner Knizia,https://boardgamegeek.com/boardgame/118/modern-art
652,Loopin' Louie,2,4,10,1992,Player Elimination,"Action / Dexterity, Animals, Aviation / Flight, Children's Game, Electronic, Movies / TV / Radio theme, Real-time","Masaru Aoki, Carol Wiseley",https://boardgamegeek.com/boardgame/327/loopin-louie
903,Breakout: Normandy,2,2,240,1992,Area-Impulse,"Wargame, World War II","Don Greenwood, James Stahler",https://boardgamegeek.com/boardgame/730/breakout-normandy
973,The Rose King,2,2,30,1992,"Area Control / Area Influence, Card Drafting, Grid Movement, Hand Management","Abstract Strategy, Medieval",Dirk Henn,https://boardgamegeek.com/boardgame/201/rose-king
1044,Confusion:  Espionage and Deception in the Cold War,2,2,45,1992,"Grid Movement, Pick-up and Deliver","Abstract Strategy, Bluffing, Deduction, Spies/Secret Agents",Robert Abbott,https://boardgamegeek.com/boardgame/2961/confusion-espionage-and-deception-cold-war
1141,1870: Railroading across the Trans Mississippi from 1870,2,6,360,1992,"Auction/Bidding, Route/Network Building, Stock Holding","Economic, Trains",Bill Dixon,https://boardgamegeek.com/boardgame/424/1870-railroading-across-trans-mississippi-1870
1607,Loot,2,8,20,1992,"Area Control / Area Influence, Hand Management, Partnerships","Card Game, Nautical, Pirates",Reiner Knizia,https://boardgamegeek.com/boardgame/770/loot
1676,Quo Vadis?,3,5,45,1992,"Point to Point Movement, Trading, Voting","Ancient, Negotiation, Political",Reiner Knizia,https://boardgamegeek.com/boardgame/122/quo-vadis
1920,SPQR,2,2,240,1992,Hex-and-Counter,"Ancient, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/1444/spqr
2100,Nobody is Perfect,3,10,45,1992,none,"Bluffing, Humor, Party Game, Trivia, Word Game",Bertram Kaes,https://boardgamegeek.com/boardgame/8829/nobody-perfect
2184,Full Thrust,2,6,120,1992,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection, Variable Player Powers","Miniatures, Science Fiction, Wargame",Jon M. Tuffley,https://boardgamegeek.com/boardgame/3893/full-thrust
2232,Stonewall Jackson's Way,1,2,180,1992,Hex-and-Counter,"American Civil War, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4211/stonewall-jacksons-way
2249,Speculation,3,6,45,1992,"Commodity Speculation, Dice Rolling, Hand Management, Memory, Stock Holding",Economic,Dirk Henn,https://boardgamegeek.com/boardgame/1036/speculation
2314,Advanced Third Reich,2,6,2480,1992,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Bruce Harper,https://boardgamegeek.com/boardgame/283/advanced-third-reich
2363,Nippon Rails,2,4,240,1992,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation","Joe Roznai, Larry Roznai",https://boardgamegeek.com/boardgame/1830/nippon-rails
2445,Across 5 Aprils,2,2,180,1992,"Chit-Pull System, Dice Rolling, Hex-and-Counter","American Civil War, Wargame",Eric Lee Smith,https://boardgamegeek.com/boardgame/4047/across-5-aprils
2478,Nuclear Proliferation,2,6,30,1992,"Hand Management, Take That, Variable Player Powers","Card Game, Modern Warfare, Negotiation, Political, Wargame",Douglas Malewicki,https://boardgamegeek.com/boardgame/1212/nuclear-proliferation
2542,Alhambra: The Card Game,3,6,45,1992,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection","Arabian, Card Game, City Building, Economic, Humor, Medieval",Dirk Henn,https://boardgamegeek.com/boardgame/431/alhambra-card-game
2682,Articulate!,4,8,60,1992,Partnerships,"Party Game, Word Game",Andrew Bryceson,https://boardgamegeek.com/boardgame/6541/articulate
2692,Battle Masters,2,2,60,1992,"Chit-Pull System, Dice Rolling, Variable Phase Order, Variable Player Powers","Fantasy, Fighting, Miniatures, Wargame",Stephen Baker,https://boardgamegeek.com/boardgame/700/battle-masters
2813,The Omega Virus,1,4,35,1992,Set Collection,"Deduction, Electronic, Science Fiction, Space Exploration",Michael Gray,https://boardgamegeek.com/boardgame/3086/omega-virus
3008,Elfenroads,2,6,120,1992,Auction/Bidding,"Fantasy, Transportation",Alan R. Moon,https://boardgamegeek.com/boardgame/711/elfenroads
3140,Amazons,2,2,30,1992,"Area Enclosure, Grid Movement, Tile Placement",Abstract Strategy,Walter Zamkauskas,https://boardgamegeek.com/boardgame/2125/amazons
3420,Terrace,2,4,20,1992,Grid Movement,Abstract Strategy,"Anton Dresden, Buzz Siler",https://boardgamegeek.com/boardgame/2872/terrace
3440,Katamino,1,2,10,1992,"Pattern Building, Pattern Recognition","Abstract Strategy, Action / Dexterity, Children's Game, Puzzle",André Perriolat,https://boardgamegeek.com/boardgame/6931/katamino
3481,Tal der Könige,2,4,60,1992,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Set Collection",Ancient,Christian Beierer,https://boardgamegeek.com/boardgame/4/tal-der-konige
3496,Santa Fe,2,5,70,1992,"Card Drafting, Route/Network Building",Trains,Alan R. Moon,https://boardgamegeek.com/boardgame/308/santa-fe
3672,Viva Pamplona!,2,6,45,1992,"Dice Rolling, Roll / Spin and Move",Racing,Wolfgang Kramer,https://boardgamegeek.com/boardgame/366/viva-pamplona
3780,Time Agent,2,6,240,1992,Variable Player Powers,Science Fiction,Thomas Lehmann,https://boardgamegeek.com/boardgame/311/time-agent
3834,Fast Food Franchise,2,5,120,1992,Roll / Spin and Move,Economic,Thomas Lehmann,https://boardgamegeek.com/boardgame/720/fast-food-franchise
3869,The Speed of Heat,2,2,150,1992,"Hex-and-Counter, Variable Phase Order","Aviation / Flight, Korean War, Modern Warfare, Vietnam War, Wargame",J. D. Webster,https://boardgamegeek.com/boardgame/7251/speed-heat
4007,Victory at Midway,1,2,180,1992,Hex-and-Counter,"Nautical, Wargame, World War II",Ben Knight,https://boardgamegeek.com/boardgame/4226/victory-midway
4061,Battle for Armageddon,2,2,120,1992,"Area Movement, Dice Rolling, Hex-and-Counter, Set Collection","Print & Play, Science Fiction, Wargame",Jervis Johnson,https://boardgamegeek.com/boardgame/3177/battle-armageddon
4159,Landlord!,2,6,10,1992,"Hand Management, Take That","Card Game, Humor",Friedemann Friese,https://boardgamegeek.com/boardgame/312/landlord
4218,WestFront,2,2,240,1992,"Dice Rolling, Secret Unit Deployment","Wargame, World War II",Craig Besinque,https://boardgamegeek.com/boardgame/78/westfront
4237,Razzia,3,8,30,1992,"Auction/Bidding, Simultaneous Action Selection","Bluffing, Card Game, Economic, Mafia, Negotiation",Stefan Dorra,https://boardgamegeek.com/boardgame/841/razzia
4380,Stalingrad Pocket (first edition),2,2,120,1992,Hex-and-Counter,"Wargame, World War II","Dean Essig, Masahiro Yamazaki",https://boardgamegeek.com/boardgame/2090/stalingrad-pocket-first-edition
4397,Scrutineyes,2,8,30,1992,none,"Memory, Party Game","Brian Hersch, Mike Wilks",https://boardgamegeek.com/boardgame/1835/scrutineyes
4420,1918: Storm in the West,2,2,240,1992,Hex-and-Counter,"Wargame, World War I",Ted Raicer,https://boardgamegeek.com/boardgame/4228/1918-storm-west
4450,North American Rails,2,6,120,1992,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation","Elaine Henninger, Joe Roznai, Bill Wordelmann",https://boardgamegeek.com/boardgame/1831/north-american-rails
4479,Victory in Normandy,1,2,300,1992,Hex-and-Counter,"Wargame, World War II",Ben Knight,https://boardgamegeek.com/boardgame/7755/victory-normandy
4558,New Rules for Classic Games,0,0,0,1992,none,"Abstract Strategy, Action / Dexterity, Book, Card Game, Deduction, Dice, Negotiation, Word Game",R. Wayne Schmittberger,https://boardgamegeek.com/boardgame/10904/new-rules-classic-games
4679,Gangsters,2,5,120,1992,Action Point Allowance System,"Fighting, Mafia, Real-time","Don Greenwood, Gérard Mathieu",https://boardgamegeek.com/boardgame/1471/gangsters
4761,Legions of Steel,2,5,180,1992,Modular Board,"Fighting, Miniatures, Science Fiction","Clark Browning, Marco Pecota, Derrick Villeneuve",https://boardgamegeek.com/boardgame/2091/legions-steel
4934,Koalition,4,10,90,1992,none,"Card Game, Negotiation, Political",Hartmut Witt,https://boardgamegeek.com/boardgame/303/koalition
4959,Ogre Miniatures,2,8,120,1992,Dice Rolling,"Fighting, Miniatures, Science Fiction, Wargame","David Graham, Steve Jackson (I), Mike Naylor",https://boardgamegeek.com/boardgame/29026/ogre-miniatures
152,Magic: The Gathering,2,2,20,1993,"Hand Management, Player Elimination, Take That","Card Game, Collectible Components, Fantasy, Fighting",Richard Garfield,https://boardgamegeek.com/boardgame/463/magic-gathering
786,Sticheln,3,8,60,1993,"Hand Management, Simultaneous Action Selection, Trick-taking",Card Game,Klaus Palesch,https://boardgamegeek.com/boardgame/354/sticheln
1001,We the People,2,2,120,1993,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers","Age of Reason, American Revolutionary War, Wargame",Mark Herman,https://boardgamegeek.com/boardgame/620/we-people
1040,Beyond Balderdash,2,6,45,1993,"Paper-and-Pencil, Voting","Bluffing, Party Game, Word Game",Paul Toyne,https://boardgamegeek.com/boardgame/1544/beyond-balderdash
1182,Lifeboats,3,6,90,1993,"Player Elimination, Simultaneous Action Selection, Voting","Nautical, Negotiation",Ronald Wettering,https://boardgamegeek.com/boardgame/249/lifeboats
1250,Once Upon a Time: The Storytelling Card Game,2,6,30,1993,"Hand Management, Storytelling, Voting","Card Game, Humor, Party Game, Real-time","Richard Lambert, Andrew Rilstone, James Wallis",https://boardgamegeek.com/boardgame/1234/once-upon-time-storytelling-card-game
1389,Timbuktu,3,5,60,1993,"Hand Management, Memory, Simultaneous Action Selection","Deduction, Economic",Dirk Henn,https://boardgamegeek.com/boardgame/691/timbuktu
1614,Mutant Chronicles: Siege of the Citadel,2,5,120,1993,"Action Point Allowance System, Grid Movement, Modular Board, Variable Player Powers","Science Fiction, Wargame",Richard Borg,https://boardgamegeek.com/boardgame/1621/mutant-chronicles-siege-citadel
1677,Man O' War,2,4,180,1993,"Dice Rolling, Variable Phase Order, Variable Player Powers","Fantasy, Miniatures, Nautical, Wargame","Andy Jones, Bill King, Nigel Stillman",https://boardgamegeek.com/boardgame/2516/man-o-war
1824,En Garde,2,2,30,1993,"Hand Management, Point to Point Movement","Card Game, Sports",Reiner Knizia,https://boardgamegeek.com/boardgame/169/en-garde
1926,"Warhammer 40,000",2,6,120,1993,"Dice Rolling, Modular Board, Variable Player Powers","Fighting, Miniatures, Science Fiction","Andy Chambers, Jervis Johnson, Rick Priestley, Gavin Thorpe",https://boardgamegeek.com/boardgame/2162/warhammer-40000
1944,Was sticht?,3,4,60,1993,"Card Drafting, Trick-taking","Card Game, Deduction",Karl-Heinz Schmiel,https://boardgamegeek.com/boardgame/155/was-sticht
2095,Rise of the Luftwaffe,2,8,20,1993,Campaign / Battle Card Driven,"Aviation / Flight, Card Game, Wargame, World War II","Gene Billingsley, Rodger B. MacGowan, Dan Verssen",https://boardgamegeek.com/boardgame/1372/rise-luftwaffe
2101,Here Come the Rebels,2,2,180,1993,"Dice Rolling, Hex-and-Counter","American Civil War, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4212/here-come-rebels
2268,Roads to Gettysburg,2,2,180,1993,Hex-and-Counter,"American Civil War, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4206/roads-gettysburg
2896,The Gardens of the Alhambra,2,4,60,1993,"Area Control / Area Influence, Tile Placement",Abstract Strategy,Dirk Henn,https://boardgamegeek.com/boardgame/963/gardens-alhambra
2938,Tutankhamen,2,6,30,1993,"Modular Board, Set Collection, Time Track","Abstract Strategy, Ancient",Reiner Knizia,https://boardgamegeek.com/boardgame/300/tutankhamen
3105,Freight Train,2,5,90,1993,Set Collection,"Card Game, Trains",Alan R. Moon,https://boardgamegeek.com/boardgame/1448/freight-train
3125,Bobby Lee,2,2,240,1993,"Dice Rolling, Secret Unit Deployment","American Civil War, Wargame",Tom Dalgliesh,https://boardgamegeek.com/boardgame/82/bobby-lee
3278,Thunder at the Crossroads (second edition),2,2,360,1993,"Dice Rolling, Hex-and-Counter, Simulation","American Civil War, Wargame","Dean Essig, David A. Powell",https://boardgamegeek.com/boardgame/10226/thunder-crossroads-second-edition
3489,Ausgebremst,3,6,45,1993,Modular Board,"Racing, Sports",Wolfgang Riedesser,https://boardgamegeek.com/boardgame/459/ausgebremst
3828,Last Frontier: The Vesuvius Incident,1,1,120,1993,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",Science Fiction,"Neal Sofge, Michael Wasson",https://boardgamegeek.com/boardgame/2324/last-frontier-vesuvius-incident
3860,Klondike,2,4,20,1993,Betting/Wagering,"Action / Dexterity, Bluffing, Children's Game","Stefanie Rohner, Christian Wolf",https://boardgamegeek.com/boardgame/1702/klondike
3861,"Afrika: The Northern African Campaign, 1940-1942 (1st edition)",2,2,720,1993,Hex-and-Counter,"Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/5699/afrika-northern-african-campaign-1940-1942-1st-edi
3903,Europa Universalis,1,6,3600,1993,"Area Movement, Simulation","Age of Reason, Civilization, Pike and Shot, Renaissance, Wargame",Philippe Thibaut,https://boardgamegeek.com/boardgame/4102/europa-universalis
3950,Plague & Pestilence,2,6,30,1993,"Card Drafting, Dice Rolling, Take That","Card Game, Medieval","Tray Green, Dawn Payn",https://boardgamegeek.com/boardgame/669/plague-pestilence
4012,Dragon Strike,2,6,60,1993,"Dice Rolling, Role Playing, Time Track, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Miniatures",Bruce Nesmith,https://boardgamegeek.com/boardgame/1149/dragon-strike
4052,De Bellis Multitudinis,2,2,180,1993,Dice Rolling,"Ancient, Book, Medieval, Miniatures, Wargame","Philip C. Barker, Richard Bodley Scott",https://boardgamegeek.com/boardgame/8495/de-bellis-multitudinis
4590,Ramparts,2,4,45,1993,"Point to Point Movement, Tile Placement","Abstract Strategy, City Building",Rudi Hoffmann,https://boardgamegeek.com/boardgame/3679/ramparts
4609,Dirtside II,2,4,120,1993,"Simulation, Variable Phase Order","Book, Miniatures, Science Fiction, Wargame","Mike Elliott, Jon M. Tuffley",https://boardgamegeek.com/boardgame/5687/dirtside-ii
4698,GD '40,2,2,360,1993,Hex-and-Counter,"Wargame, World War II","Dean Essig, Wig Graves",https://boardgamegeek.com/boardgame/4201/gd-40
4910,IDF (Israeli Defense Force),2,4,90,1993,"Hex-and-Counter, Modular Board, Simultaneous Action Selection","Modern Warfare, Wargame",James M. Day,https://boardgamegeek.com/boardgame/5041/idf-israeli-defense-force
4958,Doom of the Eldar,2,2,120,1993,Hex-and-Counter,"Science Fiction, Wargame",Jervis Johnson,https://boardgamegeek.com/boardgame/3163/doom-eldar
4979,When Eagles Fight,1,2,240,1993,Hex-and-Counter,"Wargame, World War I",Ted Raicer,https://boardgamegeek.com/boardgame/7753/when-eagles-fight
4987,13 Dead End Drive,2,4,45,1993,Roll / Spin and Move,"Bluffing, Deduction, Murder/Mystery",David Wyman,https://boardgamegeek.com/boardgame/1899/13-dead-end-drive
240,Blood Bowl (Third Edition),2,2,180,1994,"Dice Rolling, Grid Movement, Variable Player Powers","Fantasy, Fighting, Miniatures, Sports, Wargame",Jervis Johnson,https://boardgamegeek.com/boardgame/712/blood-bowl-third-edition
327,RoboRally,2,8,120,1994,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection","Maze, Miniatures, Racing, Science Fiction",Richard Garfield,https://boardgamegeek.com/boardgame/18/roborally
570,6 nimmt!,2,10,45,1994,"Hand Management, Simultaneous Action Selection",Card Game,Wolfgang Kramer,https://boardgamegeek.com/boardgame/432/6-nimmt
900,I'm the Boss!,3,6,60,1994,"Dice Rolling, Hand Management, Roll / Spin and Move, Set Collection, Take That",Negotiation,Sid Sackson,https://boardgamegeek.com/boardgame/115/im-boss
932,Vampire: The Eternal Struggle,2,5,120,1994,"Hand Management, Voting","Card Game, Collectible Components, Fighting, Horror, Political","Richard Garfield, Robert Goudie, L. Scott Johnson",https://boardgamegeek.com/boardgame/2122/vampire-eternal-struggle
983,Manhattan,2,4,45,1994,"Area Control / Area Influence, Hand Management",City Building,Andreas Seyfarth,https://boardgamegeek.com/boardgame/199/manhattan
1026,Kingdoms,2,4,45,1994,Tile Placement,"Abstract Strategy, Fantasy, Medieval",Reiner Knizia,https://boardgamegeek.com/boardgame/119/kingdoms
1233,Iron Dragon,2,6,240,1994,"Crayon Rail System, Pick-up and Deliver","Fantasy, Trains, Transportation","Darwin Bromley, Tom Wham",https://boardgamegeek.com/boardgame/130/iron-dragon
1259,Wildlife Safari,2,5,30,1994,"Hand Management, Stock Holding","Animals, Card Game",Reiner Knizia,https://boardgamegeek.com/boardgame/398/wildlife-safari
1762,Intrigue,3,5,45,1994,"Area Control / Area Influence, Auction/Bidding","Negotiation, Renaissance",Stefan Dorra,https://boardgamegeek.com/boardgame/265/intrigue
1994,Catch Phrase!,4,16,30,1994,none,Party Game,(Uncredited),https://boardgamegeek.com/boardgame/2582/catch-phrase
2252,Kaleidos,2,12,60,1994,Pattern Recognition,Party Game,"Spartaco Albertarelli, Marianna Fulvi, Elena Prette, Angelo Zucca",https://boardgamegeek.com/boardgame/545/kaleidos
2256,Sharp Shooters,2,6,10,1994,"Dice Rolling, Press Your Luck",Dice,"Jeffrey Breslow, Howard J. Morrison, Rouben Terzian",https://boardgamegeek.com/boardgame/1459/sharp-shooters
